Baseline	1	0.1111	1.0000	5.0000	1.0000
Baseline	2	0.1915	5.0000	9.0000	5.0000
Baseline	3	0.1333	14.0000	10.0000	14.0000
Baseline	4	0.0545	2.0000	3.0000	2.0000
Baseline	5	0.0488	28.0000	2.0000	28.0000
Baseline	6	0.0000	0.0000	0.0000	0.0000
Baseline	8	0.1207	14.0000	7.0000	14.0000
Baseline	9	0.0000	19.0000	0.0000	19.0000
Baseline	10	0.0714	17.0000	2.0000	17.0000
Baseline	AVG	0.0609	8.3333	3.1667	8.3333
BasePred	1	0.2000	5.0000	9.0000	5.0000
BasePred	2	0.0638	1.0000	3.0000	1.0000
BasePred	3	0.1467	18.0000	11.0000	18.0000
BasePred	4	0.1273	10.0000	7.0000	10.0000
BasePred	5	0.0488	28.0000	2.0000	28.0000
BasePred	6	0.0849	23.0000	9.0000	23.0000
BasePred	8	0.1034	14.0000	6.0000	14.0000
BasePred	9	0.0000	19.0000	0.0000	19.0000
BasePred	10	0.0714	17.0000	2.0000	17.0000
BasePred	AVG	0.0705	11.2500	4.0833	11.2500
cluster1	1	0.4667	8.0000	21.0000	8.0000
cluster1	2	0.1277	29.0000	6.0000	29.0000
cluster1	3	0.1067	102.0000	8.0000	102.0000
cluster1	4	0.3273	46.0000	18.0000	46.0000
cluster1	5	0.0244	86.0000	1.0000	86.0000
cluster1	6	0.3208	50.0000	34.0000	50.0000
cluster1	8	0.2931	142.0000	17.0000	142.0000
cluster1	9	0.5172	110.0000	15.0000	110.0000
cluster1	10	0.7857	309.0000	22.0000	309.0000
cluster1	AVG	0.2475	73.5000	11.8333	73.5000
cluster2	1	0.4667	8.0000	21.0000	8.0000
cluster2	2	0.1277	17.0000	6.0000	17.0000
cluster2	3	0.1067	102.0000	8.0000	102.0000
cluster2	4	0.3091	34.0000	17.0000	34.0000
cluster2	5	0.0244	70.0000	1.0000	70.0000
cluster2	6	0.3019	38.0000	32.0000	38.0000
cluster2	8	0.2931	142.0000	17.0000	142.0000
cluster2	9	0.5172	110.0000	15.0000	110.0000
cluster2	10	0.5357	55.0000	15.0000	55.0000
cluster2	AVG	0.2235	48.0000	11.0000	48.0000
cluster3	1	0.3778	2.0000	17.0000	2.0000
cluster3	2	0.1277	5.0000	6.0000	5.0000
cluster3	3	0.0667	16.0000	5.0000	16.0000
cluster3	4	0.0545	1.0000	3.0000	1.0000
cluster3	5	0.0000	20.0000	0.0000	20.0000
cluster3	6	0.1698	4.0000	18.0000	4.0000
cluster3	8	0.0862	25.0000	5.0000	25.0000
cluster3	9	0.2759	12.0000	8.0000	12.0000
cluster3	10	0.5357	39.0000	15.0000	39.0000
cluster3	AVG	0.1412	10.3333	6.4167	10.3333
cluster4	1	0.4667	8.0000	21.0000	8.0000
cluster4	2	0.1277	29.0000	6.0000	29.0000
cluster4	3	0.1067	102.0000	8.0000	102.0000
cluster4	4	0.3273	46.0000	18.0000	46.0000
cluster4	5	0.0244	86.0000	1.0000	86.0000
cluster4	6	0.3208	50.0000	34.0000	50.0000
cluster4	8	0.2931	142.0000	17.0000	142.0000
cluster4	9	0.5172	110.0000	15.0000	110.0000
cluster4	10	0.7857	295.0000	22.0000	295.0000
cluster4	AVG	0.2475	72.3333	11.8333	72.3333
cluster5	1	0.1778	2.0000	8.0000	2.0000
cluster5	2	0.0426	2.0000	2.0000	2.0000
cluster5	3	0.0133	4.0000	1.0000	4.0000
cluster5	4	0.1273	2.0000	7.0000	2.0000
cluster5	5	0.0244	13.0000	1.0000	13.0000
cluster5	6	0.0943	5.0000	10.0000	5.0000
cluster5	8	0.0345	7.0000	2.0000	7.0000
cluster5	9	0.1379	7.0000	4.0000	7.0000
cluster5	10	0.3571	1.0000	10.0000	1.0000
cluster5	AVG	0.0841	3.5833	3.7500	3.5833
CosineEgrep	1	0.0000	0.0000	0.0000	0.0000
CosineEgrep	2	0.0000	0.0000	0.0000	0.0000
CosineEgrep	3	0.0000	5.0000	0.0000	5.0000
CosineEgrep	4	0.0000	4.0000	0.0000	4.0000
CosineEgrep	5	0.0244	4.0000	1.0000	4.0000
CosineEgrep	6	0.0000	0.0000	0.0000	0.0000
CosineEgrep	8	0.0000	1.0000	0.0000	1.0000
