run	front_frac	avg_front_gain	avg_front_pain
Q0	1.000	26.825	27.825
uogTr4A	0.750	32.311	74.678
uogTr4AC	0.625	31.280	60.253
uogTr2A	0.625	30.400	59.213
run3	0.375	5.600	18.200
Cluster1	0.375	4.089	5.467
Q1	0.250	22.233	19.800
Cluster2	0.125	7.733	19.067
Cluster3	0.125	7.333	17.867
run2	0.125	4.733	13.067
