run	front_frac	avg_front_gain	avg_front_pain
uogTr4A	1.000	32.960	75.934
uogTr4AC	1.000	31.200	58.413
uogTr2A	1.000	29.960	57.027
Q0	1.000	27.373	28.280
Q1	0.200	27.067	27.933
